swap_id,timestamp,station_id,battery_soc_returned,battery_soc_issued,wait_minutes,swap_duration_minutes,batteries_available_before_swap,station_status,downtime_minutes,payment_amount,payment_method,motorcycle_type,service_success
SW018075,2026-04-20 09:54:15,ST002,12.7,93.3,10.1,3.6,0,Operational,0,0.0,Mobile Money,Standard,False
SW018076,2026-04-20 10:04:42,ST001,27.6,92.8,3.3,3.5,15,Operational,0,39.3,Mobile Money,Delivery,True
SW018077,2026-04-20 10:14:24,ST003,42.1,93.4,5.5,3.2,19,Operational,0,39.31,Wallet,Commercial,True
SW018078,2026-04-20 10:32:21,ST004,16.4,91.5,2.5,3.5,24,Operational,0,35.57,Mobile Money,Standard,True
SW018079,2026-04-20 10:35:26,ST004,19.9,95.7,0.6,3.3,20,Operational,0,38.3,Mobile Money,Delivery,True
SW018080,2026-04-20 10:42:48,ST005,29.0,93.5,1.4,2.7,9,Operational,0,34.4,Wallet,Standard,True
SW018081,2026-04-20 10:57:13,ST002,14.4,90.8,1.0,4.7,16,Operational,0,34.86,Card,Standard,True
SW018082,2026-04-20 11:03:50,ST003,33.5,92.0,2.1,4.0,18,Operational,0,38.02,Mobile Money,Commercial,True
SW018083,2026-04-20 11:23:31,ST004,24.7,94.4,0.2,3.2,21,Operational,0,37.63,Mobile Money,Delivery,True
SW018084,2026-04-20 11:58:25,ST005,29.2,97.3,1.0,4.2,19,Operational,0,34.1,Mobile Money,Standard,True
SW018085,2026-04-20 12:11:31,ST004,33.7,93.3,2.5,3.0,22,Operational,0,36.93,Card,Standard,True
SW018086,2026-04-20 12:28:26,ST002,24.8,95.8,2.6,2.4,20,Operational,0,0.0,Wallet,Standard,False
SW018087,2026-04-20 12:33:54,ST004,29.9,93.9,1.6,3.6,15,Operational,0,33.95,Mobile Money,Standard,True
SW018088,2026-04-20 12:49:26,ST002,21.8,94.1,2.6,3.3,17,Operational,0,35.92,Mobile Money,Delivery,True
SW018089,2026-04-20 12:58:14,ST005,12.9,94.2,1.6,4.0,20,Operational,0,35.04,Mobile Money,Commercial,True
SW018090,2026-04-20 13:04:52,ST001,14.2,93.7,2.8,2.3,18,Operational,0,35.95,Card,Standard,True
SW018091,2026-04-20 13:14:23,ST003,24.6,88.7,0.7,2.7,18,Operational,0,40.41,Mobile Money,Commercial,True
SW018092,2026-04-20 13:27:08,ST005,13.2,93.3,1.1,4.0,20,Operational,0,38.57,Mobile Money,Delivery,True
SW018093,2026-04-20 13:31:51,ST001,15.9,94.6,4.3,2.4,19,Operational,0,39.06,Mobile Money,Delivery,True
SW018094,2026-04-20 13:36:18,ST002,3.0,97.3,4.5,3.4,1,Operational,0,0.0,Wallet,Delivery,False
SW018095,2026-04-20 13:37:21,ST001,21.9,94.4,0.7,2.8,15,Operational,0,34.59,Mobile Money,Standard,True
SW018096,2026-04-20 13:50:32,ST001,24.6,93.4,0.9,3.3,23,Operational,0,34.32,Mobile Money,Standard,True
SW018097,2026-04-20 13:53:06,ST001,14.9,98.0,5.4,2.6,24,Operational,0,36.6,Mobile Money,Standard,True
SW018098,2026-04-20 14:07:09,ST002,34.6,85.7,1.3,3.1,17,Operational,0,36.3,Mobile Money,Standard,True
SW018099,2026-04-20 14:15:59,ST003,33.1,97.1,6.1,3.6,22,Operational,0,35.16,Wallet,Standard,True
SW018100,2026-04-20 14:20:32,ST002,27.7,91.9,1.6,2.9,15,Operational,0,36.93,Mobile Money,Delivery,True
SW018101,2026-04-20 14:46:47,ST001,10.7,95.8,5.0,3.1,10,Operational,0,40.99,Mobile Money,Commercial,True
SW018102,2026-04-20 14:51:57,ST003,20.8,96.9,1.0,3.2,24,Operational,0,35.41,Card,Standard,True
SW018103,2026-04-20 14:57:51,ST003,12.2,87.1,2.2,4.4,25,Operational,0,37.5,Mobile Money,Delivery,True
SW018104,2026-04-20 15:10:42,ST001,34.0,95.1,0.5,2.9,24,Operational,0,40.19,Wallet,Commercial,True
SW018105,2026-04-20 15:17:41,ST004,32.7,90.0,2.2,2.4,11,Operational,0,34.76,Mobile Money,Standard,True
SW018106,2026-04-20 15:31:29,ST004,16.0,89.2,1.7,3.7,14,Operational,0,41.16,Mobile Money,Commercial,True
SW018107,2026-04-20 15:32:41,ST002,28.1,96.0,0.6,4.0,17,Operational,0,39.74,Card,Delivery,True
SW018108,2026-04-20 15:40:15,ST004,21.8,91.9,5.1,3.9,14,Operational,0,34.56,Mobile Money,Standard,True
SW018109,2026-04-20 15:41:46,ST001,24.1,92.6,1.5,2.7,18,Operational,0,34.3,Card,Delivery,True
SW018110,2026-04-20 15:57:54,ST001,20.2,97.4,2.6,2.7,19,Operational,0,0.0,Mobile Money,Standard,False
SW018111,2026-04-20 16:03:04,ST002,16.2,100.0,5.2,3.7,19,Operational,0,41.04,Card,Commercial,True
SW018112,2026-04-20 16:13:49,ST002,26.8,91.1,3.4,3.2,11,Operational,0,42.25,Mobile Money,Commercial,True
SW018113,2026-04-20 16:17:48,ST001,26.7,94.9,0.8,3.6,19,Operational,0,35.97,Wallet,Standard,True
SW018114,2026-04-20 16:30:54,ST005,26.0,93.9,6.2,3.2,16,Operational,0,37.66,Card,Delivery,True
SW018115,2026-04-20 16:41:28,ST005,31.3,100.0,1.7,2.0,14,Operational,0,39.7,Mobile Money,Commercial,True
SW018116,2026-04-20 16:43:58,ST004,22.3,98.5,3.2,3.9,1,Operational,0,0.0,Mobile Money,Standard,False
SW018117,2026-04-20 16:52:59,ST004,39.8,98.4,4.5,3.7,15,Operational,0,37.18,Mobile Money,Delivery,True
SW018118,2026-04-20 17:02:59,ST004,43.2,94.0,7.5,4.3,0,Operational,0,0.0,Mobile Money,Commercial,False
SW018119,2026-04-20 17:03:05,ST004,16.0,97.5,3.8,4.0,18,Operational,0,39.79,Mobile Money,Commercial,True
SW018120,2026-04-20 17:05:55,ST004,23.7,97.7,3.6,4.0,18,Operational,0,38.33,Mobile Money,Delivery,True
SW018121,2026-04-20 17:07:51,ST001,19.6,100.0,12.8,4.6,1,Operational,0,0.0,Mobile Money,Standard,False
SW018122,2026-04-20 17:08:43,ST002,13.5,96.4,2.8,3.5,13,Operational,0,34.03,Mobile Money,Standard,True
SW018123,2026-04-20 17:09:38,ST001,25.9,93.3,45.0,3.1,0,Operational,0,0.0,Wallet,Delivery,False
SW018124,2026-04-20 17:10:48,ST004,10.8,92.5,4.3,4.4,19,Operational,0,38.37,Card,Delivery,True
SW018125,2026-04-20 17:12:54,ST002,14.1,93.7,2.0,3.5,11,Operational,0,37.93,Mobile Money,Delivery,True
SW018126,2026-04-20 17:15:43,ST001,19.4,94.2,4.2,5.0,5,Operational,0,35.21,Mobile Money,Standard,True
SW018127,2026-04-20 17:20:04,ST005,21.1,90.6,2.7,2.2,16,Operational,0,36.78,Mobile Money,Standard,True
SW018128,2026-04-20 17:26:00,ST003,28.3,99.1,0.4,3.4,16,Operational,0,36.58,Mobile Money,Standard,True
SW018129,2026-04-20 17:28:42,ST005,9.2,94.6,6.9,4.6,10,Operational,0,33.57,Mobile Money,Standard,True
SW018130,2026-04-20 17:33:13,ST003,24.5,87.1,2.8,4.7,14,Operational,0,35.9,Wallet,Standard,True
SW018131,2026-04-20 17:41:38,ST005,9.7,96.7,0.3,3.6,10,Operational,0,35.84,Mobile Money,Standard,True
SW018132,2026-04-20 17:44:18,ST004,28.0,98.5,0.9,3.2,17,Operational,0,36.68,Mobile Money,Standard,True
SW018133,2026-04-20 17:49:24,ST004,18.8,93.8,6.3,3.8,9,Operational,0,38.43,Mobile Money,Delivery,True
SW018134,2026-04-20 17:53:15,ST002,9.2,90.5,4.5,2.9,16,Operational,0,35.4,Mobile Money,Standard,True
SW018135,2026-04-20 17:54:49,ST004,19.9,89.3,2.3,2.4,14,Operational,0,34.14,Mobile Money,Standard,True
SW018136,2026-04-20 17:57:00,ST003,3.0,92.5,1.7,4.6,17,Operational,0,42.3,Mobile Money,Commercial,True
SW018137,2026-04-20 18:03:06,ST005,37.6,91.2,5.2,4.5,10,Operational,0,34.19,Mobile Money,Standard,True
SW018138,2026-04-20 18:03:25,ST001,20.4,95.9,0.6,2.7,12,Operational,0,37.01,Mobile Money,Commercial,True
SW018139,2026-04-20 18:10:50,ST001,23.0,94.9,2.2,4.2,6,Operational,0,39.37,Mobile Money,Delivery,True
SW018140,2026-04-20 18:13:45,ST001,31.1,89.2,3.4,3.5,6,Operational,0,38.23,Mobile Money,Delivery,True
SW018141,2026-04-20 18:14:50,ST003,17.9,92.3,2.4,3.1,17,Operational,0,38.46,Card,Delivery,True
SW018142,2026-04-20 18:14:52,ST004,33.1,93.1,16.5,5.1,1,Operational,0,37.67,Mobile Money,Delivery,True
SW018143,2026-04-20 18:30:16,ST003,29.1,100.0,1.5,2.6,16,Operational,0,38.63,Mobile Money,Commercial,True
SW018144,2026-04-20 18:32:08,ST003,36.4,98.3,2.9,4.0,12,Operational,0,38.99,Mobile Money,Delivery,True
SW018145,2026-04-20 18:39:45,ST003,24.2,89.5,2.3,3.0,8,Operational,0,35.22,Mobile Money,Standard,True
SW018146,2026-04-20 18:39:55,ST003,14.0,97.4,2.7,2.6,13,Operational,0,32.96,Wallet,Standard,True
SW018147,2026-04-20 18:46:05,ST003,22.4,94.6,2.3,3.7,13,Operational,0,36.37,Card,Standard,True
SW018148,2026-04-20 18:46:45,ST004,22.7,91.3,7.7,3.0,15,Operational,0,35.8,Mobile Money,Standard,True
SW018149,2026-04-20 18:51:54,ST001,3.3,98.9,4.3,4.0,13,Operational,0,35.05,Card,Standard,True
SW018150,2026-04-20 18:52:43,ST001,23.4,91.9,5.5,2.1,7,Operational,0,39.06,Mobile Money,Commercial,True
SW018151,2026-04-20 18:54:37,ST001,24.0,90.3,6.5,3.7,4,Operational,0,37.63,Wallet,Standard,True
SW018152,2026-04-20 18:55:19,ST004,40.6,100.0,12.9,3.4,16,Operational,0,40.22,Mobile Money,Commercial,True
SW018153,2026-04-20 19:00:53,ST001,20.4,89.2,1.5,2.7,3,Operational,0,35.17,Wallet,Standard,True
SW018154,2026-04-20 19:04:51,ST003,34.8,100.0,5.0,3.4,14,Operational,0,34.67,Mobile Money,Standard,True
SW018155,2026-04-20 19:13:39,ST002,33.9,99.4,5.0,3.5,9,Operational,0,38.38,Mobile Money,Delivery,True
SW018156,2026-04-20 19:14:41,ST003,23.6,81.0,7.4,4.2,9,Operational,0,36.89,Wallet,Delivery,True
SW018157,2026-04-20 19:15:18,ST005,39.5,92.4,1.2,4.1,9,Operational,0,40.67,Wallet,Delivery,True
SW018158,2026-04-20 19:18:30,ST002,25.3,97.2,1.2,4.0,8,Operational,0,38.2,Wallet,Commercial,True
SW018159,2026-04-20 19:22:20,ST003,26.3,94.1,1.8,3.8,14,Operational,0,36.64,Mobile Money,Standard,True
SW018160,2026-04-20 19:23:33,ST001,7.8,94.5,12.3,2.5,8,Operational,0,38.13,Mobile Money,Delivery,True
SW018161,2026-04-20 19:28:32,ST003,26.6,94.3,8.3,2.6,16,Operational,0,36.85,Card,Delivery,True
SW018162,2026-04-20 19:39:49,ST004,30.4,94.9,1.9,3.2,14,Operational,0,39.41,Mobile Money,Delivery,True
SW018163,2026-04-20 19:42:01,ST003,34.2,92.0,1.8,4.9,19,Operational,0,35.27,Card,Standard,True
SW018164,2026-04-20 19:45:56,ST001,20.3,99.4,8.2,4.0,5,Operational,0,38.28,Mobile Money,Delivery,True
SW018165,2026-04-20 19:49:11,ST005,16.9,84.9,3.1,3.3,12,Operational,0,37.37,Card,Commercial,True
SW018166,2026-04-20 19:49:59,ST002,23.5,95.6,1.6,3.4,15,Operational,0,30.74,Wallet,Standard,True
SW018167,2026-04-20 19:58:26,ST005,23.7,93.0,8.5,4.8,7,Operational,0,34.16,Wallet,Standard,True
SW018168,2026-04-20 20:13:17,ST003,16.5,97.2,0.2,3.5,14,Operational,0,34.3,Mobile Money,Delivery,True
SW018169,2026-04-20 20:15:49,ST004,29.2,92.1,4.6,3.9,10,Operational,0,35.9,Card,Standard,True
SW018170,2026-04-20 20:16:37,ST002,29.7,97.1,2.8,2.5,7,Operational,0,40.43,Wallet,Commercial,True
SW018171,2026-04-20 20:25:09,ST004,45.3,90.8,9.0,4.2,9,Operational,0,37.2,Wallet,Delivery,True
SW018172,2026-04-20 20:37:34,ST002,23.5,90.4,2.2,2.8,13,Operational,0,42.03,Card,Commercial,True
SW018173,2026-04-20 20:38:54,ST001,20.9,95.0,7.4,4.2,9,Operational,0,38.99,Mobile Money,Delivery,True
SW018174,2026-04-20 20:41:52,ST003,25.9,94.7,4.1,3.8,14,Operational,0,39.28,Wallet,Delivery,True
SW018175,2026-04-20 20:48:31,ST001,36.3,98.1,4.9,3.4,1,Operational,0,35.77,Mobile Money,Standard,True
SW018176,2026-04-20 21:26:24,ST001,13.4,99.4,5.6,3.1,18,Operational,0,37.14,Card,Delivery,True
SW018177,2026-04-20 21:34:19,ST001,28.1,93.8,1.9,3.1,14,Operational,0,36.79,Mobile Money,Standard,True
SW018178,2026-04-20 21:37:15,ST002,34.3,96.3,0.6,3.0,14,Operational,0,34.19,Mobile Money,Standard,True
SW018179,2026-04-20 21:41:03,ST004,21.0,89.7,2.1,3.6,20,Operational,0,32.64,Mobile Money,Standard,True
SW018180,2026-04-20 21:57:46,ST002,35.5,87.2,2.3,3.7,18,Operational,0,34.95,Mobile Money,Standard,True
SW018181,2026-04-20 22:40:50,ST001,20.1,92.9,2.8,3.7,24,Operational,0,35.42,Wallet,Standard,True
SW018182,2026-04-20 23:21:19,ST005,21.8,89.5,2.1,3.2,13,Operational,0,36.09,Wallet,Delivery,True
SW018183,2026-04-21 00:35:45,ST001,20.7,93.0,1.5,2.9,24,Operational,0,37.24,Mobile Money,Standard,True
SW018184,2026-04-21 00:40:20,ST003,12.5,92.6,0.2,3.6,18,Operational,0,35.97,Wallet,Delivery,True
SW018185,2026-04-21 00:58:54,ST004,7.6,99.0,1.0,3.3,15,Operational,0,39.94,Wallet,Commercial,True
SW018186,2026-04-21 01:05:51,ST001,37.0,89.9,6.1,4.5,13,Operational,0,37.43,Mobile Money,Standard,True
SW018187,2026-04-21 02:30:35,ST001,33.8,92.7,0.9,3.8,0,Operational,0,0.0,Card,Standard,False
SW018188,2026-04-21 03:04:52,ST001,27.2,93.8,1.0,2.9,14,Operational,0,34.17,Wallet,Standard,True
SW018189,2026-04-21 03:28:41,ST001,24.0,87.1,4.0,3.7,17,Operational,0,33.5,Card,Standard,True
SW018190,2026-04-21 03:56:27,ST003,23.0,97.0,2.6,3.7,21,Operational,0,35.72,Mobile Money,Standard,True
SW018191,2026-04-21 05:13:12,ST002,26.1,96.5,1.3,3.7,15,Operational,0,35.14,Wallet,Standard,True
SW018192,2026-04-21 06:31:41,ST005,23.4,92.0,1.1,3.3,14,Operational,0,36.26,Mobile Money,Standard,True
SW018193,2026-04-21 06:32:01,ST002,7.2,96.4,3.0,2.4,18,Operational,0,37.15,Mobile Money,Delivery,True
SW018194,2026-04-21 07:03:06,ST003,28.7,93.3,0.7,2.8,14,Operational,0,32.62,Mobile Money,Standard,True
SW018195,2026-04-21 07:03:23,ST005,11.6,95.3,0.9,4.0,13,Operational,0,34.27,Wallet,Standard,True
SW018196,2026-04-21 07:03:39,ST001,21.1,98.8,2.0,3.1,13,Operational,0,39.69,Wallet,Delivery,True
SW018197,2026-04-21 07:09:13,ST004,36.9,97.4,7.2,3.6,13,Operational,0,36.79,Mobile Money,Delivery,True
SW018198,2026-04-21 07:14:11,ST005,32.8,93.0,5.7,3.5,10,Operational,0,37.17,Mobile Money,Standard,True
SW018199,2026-04-21 07:18:52,ST003,19.0,93.8,2.2,3.1,19,Operational,0,34.24,Mobile Money,Standard,True
SW018200,2026-04-21 07:29:04,ST001,3.0,100.0,4.6,4.0,14,Operational,0,34.69,Card,Standard,True
SW018201,2026-04-21 07:29:58,ST003,32.2,100.0,0.3,3.7,21,Operational,0,34.97,Mobile Money,Standard,True
SW018202,2026-04-21 07:32:45,ST003,33.3,94.9,1.0,4.5,20,Operational,0,36.96,Mobile Money,Standard,True
SW018203,2026-04-21 07:42:07,ST004,10.8,100.0,6.9,2.5,14,Operational,0,38.3,Card,Delivery,True
SW018204,2026-04-21 07:46:31,ST002,19.5,89.1,0.9,3.3,10,Operational,0,38.1,Wallet,Delivery,True
SW018205,2026-04-21 07:51:00,ST003,25.8,90.2,2.6,4.3,16,Downtime,73,0.0,Mobile Money,Standard,False
SW018206,2026-04-21 07:57:53,ST005,39.4,98.5,1.4,3.9,11,Operational,0,34.89,Wallet,Standard,True
SW018207,2026-04-21 08:01:32,ST003,7.8,96.8,4.0,3.8,17,Operational,0,38.92,Mobile Money,Delivery,True
SW018208,2026-04-21 08:09:55,ST003,29.3,88.6,4.8,2.8,17,Operational,0,38.52,Mobile Money,Commercial,True
SW018209,2026-04-21 08:13:02,ST005,17.7,96.0,5.6,3.8,2,Operational,0,35.97,Mobile Money,Standard,True
SW018210,2026-04-21 08:24:37,ST003,13.2,97.7,7.8,4.2,15,Downtime,19,0.0,Mobile Money,Commercial,False
SW018211,2026-04-21 08:26:10,ST001,22.7,89.7,3.1,4.1,7,Operational,0,39.26,Card,Delivery,True
SW018212,2026-04-21 08:26:50,ST004,26.4,99.2,1.3,3.3,2,Operational,0,0.0,Mobile Money,Delivery,False
SW018213,2026-04-21 08:29:16,ST001,37.6,100.0,8.4,4.5,15,Operational,0,40.85,Mobile Money,Commercial,True
SW018214,2026-04-21 08:34:46,ST004,10.2,97.1,2.4,3.6,13,Operational,0,39.58,Card,Commercial,True
SW018215,2026-04-21 08:35:35,ST001,33.5,89.1,10.8,3.9,17,Operational,0,33.41,Mobile Money,Standard,True
SW018216,2026-04-21 08:37:29,ST004,18.0,97.1,1.5,3.9,8,Operational,0,38.74,Wallet,Delivery,True
SW018217,2026-04-21 08:46:44,ST003,3.0,94.3,2.0,2.1,15,Operational,0,34.75,Mobile Money,Standard,True
SW018218,2026-04-21 08:50:20,ST004,16.0,94.3,8.2,3.8,13,Operational,0,35.32,Mobile Money,Standard,True
SW018219,2026-04-21 08:50:31,ST001,24.2,96.3,8.1,3.2,14,Operational,0,39.82,Mobile Money,Commercial,True
SW018220,2026-04-21 08:58:41,ST002,23.1,97.1,10.2,4.1,11,Operational,0,33.53,Mobile Money,Standard,True
SW018221,2026-04-21 09:01:36,ST003,6.4,91.2,6.3,3.6,19,Operational,0,33.71,Card,Standard,True
SW018222,2026-04-21 09:02:53,ST001,24.5,85.3,2.6,2.8,8,Operational,0,36.76,Mobile Money,Standard,True
SW018223,2026-04-21 09:06:26,ST001,5.5,87.5,4.3,3.8,14,Operational,0,35.0,Mobile Money,Standard,True
SW018224,2026-04-21 09:23:34,ST002,25.5,89.5,3.7,4.1,11,Operational,0,42.13,Card,Commercial,True
SW018225,2026-04-21 09:30:46,ST002,37.8,97.7,3.5,3.5,16,Operational,0,34.42,Wallet,Standard,True
SW018226,2026-04-21 09:33:30,ST005,24.6,91.1,3.7,3.4,9,Operational,0,39.33,Mobile Money,Delivery,True
SW018227,2026-04-21 09:47:45,ST001,11.9,99.0,2.9,5.1,15,Operational,0,35.88,Mobile Money,Standard,True
SW018228,2026-04-21 09:47:49,ST001,35.4,96.3,11.2,4.3,13,Operational,0,41.66,Mobile Money,Commercial,True
SW018229,2026-04-21 09:48:07,ST004,41.8,92.9,4.5,2.4,12,Operational,0,42.23,Mobile Money,Commercial,True
SW018230,2026-04-21 09:48:51,ST004,3.0,91.0,5.6,2.8,17,Operational,0,34.83,Mobile Money,Standard,True
SW018231,2026-04-21 09:50:32,ST004,31.0,99.5,2.2,2.8,9,Operational,0,32.93,Card,Standard,True
SW018232,2026-04-21 09:56:33,ST004,18.9,93.4,3.8,3.3,19,Operational,0,35.16,Mobile Money,Standard,True
SW018233,2026-04-21 09:57:11,ST002,35.5,95.8,5.0,4.0,15,Operational,0,33.89,Card,Standard,True
SW018234,2026-04-21 10:05:34,ST001,18.9,89.2,9.0,3.2,19,Operational,0,38.42,Card,Delivery,True
SW018235,2026-04-21 10:06:10,ST001,20.5,99.9,4.9,4.3,0,Operational,0,0.0,Mobile Money,Delivery,False
SW018236,2026-04-21 10:10:36,ST003,34.7,93.8,1.7,2.1,19,Operational,0,36.29,Wallet,Delivery,True
SW018237,2026-04-21 10:27:40,ST004,29.3,93.0,3.8,3.1,21,Operational,0,36.79,Mobile Money,Delivery,True
SW018238,2026-04-21 10:30:01,ST003,7.5,95.5,2.5,2.7,22,Operational,0,35.63,Mobile Money,Standard,True
SW018239,2026-04-21 10:52:34,ST003,16.1,92.6,3.1,2.7,14,Operational,0,37.2,Mobile Money,Delivery,True
SW018240,2026-04-21 10:53:17,ST001,20.4,98.9,1.5,3.5,18,Operational,0,40.39,Card,Commercial,True
SW018241,2026-04-21 11:13:28,ST004,17.2,94.1,1.1,3.7,24,Operational,0,36.57,Card,Delivery,True
SW018242,2026-04-21 11:29:13,ST001,30.9,92.8,0.4,2.4,18,Operational,0,34.83,Wallet,Standard,True
SW018243,2026-04-21 11:41:00,ST005,3.9,92.5,0.4,2.9,13,Operational,0,34.18,Wallet,Standard,True
SW018244,2026-04-21 11:58:01,ST003,22.4,90.2,3.0,2.7,13,Operational,0,34.97,Mobile Money,Standard,True
SW018245,2026-04-21 12:10:25,ST004,15.3,98.0,2.6,2.7,15,Operational,0,38.05,Wallet,Delivery,True
SW018246,2026-04-21 12:18:29,ST004,39.7,93.9,2.1,3.5,14,Operational,0,31.33,Card,Standard,True
SW018247,2026-04-21 12:19:06,ST004,30.3,91.3,0.4,4.3,13,Operational,0,37.77,Mobile Money,Delivery,True
SW018248,2026-04-21 12:23:13,ST001,28.0,90.5,1.9,3.1,17,Operational,0,34.12,Mobile Money,Standard,True
SW018249,2026-04-21 12:32:36,ST003,23.1,97.5,0.4,2.9,18,Operational,0,37.1,Card,Commercial,True
SW018250,2026-04-21 12:34:38,ST003,15.7,93.3,2.6,4.2,21,Operational,0,32.58,Mobile Money,Standard,True
SW018251,2026-04-21 12:40:43,ST001,3.0,93.4,2.2,3.4,12,Operational,0,34.32,Mobile Money,Standard,True
SW018252,2026-04-21 12:40:55,ST003,27.8,92.3,3.3,2.3,18,Operational,0,34.42,Card,Standard,True
SW018253,2026-04-21 12:41:35,ST004,17.4,97.4,3.0,3.9,18,Operational,0,34.02,Mobile Money,Standard,True
SW018254,2026-04-21 12:46:29,ST005,41.1,91.6,1.4,4.0,9,Operational,0,35.41,Mobile Money,Standard,True
SW018255,2026-04-21 12:49:46,ST004,43.0,98.3,2.6,2.0,1,Operational,0,33.56,Mobile Money,Standard,True
SW018256,2026-04-21 13:07:52,ST004,22.9,92.0,1.3,3.9,24,Operational,0,37.42,Mobile Money,Delivery,True
SW018257,2026-04-21 13:15:59,ST004,27.4,89.7,1.2,2.6,14,Operational,0,35.86,Mobile Money,Delivery,True
SW018258,2026-04-21 13:25:07,ST001,3.0,90.7,3.4,2.9,2,Operational,0,38.57,Wallet,Delivery,True
SW018259,2026-04-21 13:37:18,ST003,22.1,88.7,0.6,3.1,23,Operational,0,33.86,Mobile Money,Standard,True
SW018260,2026-04-21 13:39:52,ST001,37.4,91.0,6.4,4.1,17,Operational,0,38.53,Wallet,Delivery,True
SW018261,2026-04-21 13:57:35,ST001,4.3,100.0,1.1,3.8,20,Operational,0,36.13,Mobile Money,Delivery,True
SW018262,2026-04-21 14:25:03,ST002,28.9,90.9,2.3,3.3,15,Operational,0,36.5,Card,Standard,True
SW018263,2026-04-21 14:28:31,ST002,3.0,95.2,0.9,4.1,11,Operational,0,37.34,Wallet,Delivery,True
SW018264,2026-04-21 14:43:06,ST002,32.8,100.0,1.0,2.1,13,Operational,0,39.51,Mobile Money,Delivery,True
SW018265,2026-04-21 14:43:45,ST001,40.7,99.1,4.5,3.7,14,Operational,0,38.84,Mobile Money,Commercial,True
SW018266,2026-04-21 14:52:23,ST005,22.8,92.8,5.3,4.5,15,Operational,0,39.55,Mobile Money,Commercial,True
SW018267,2026-04-21 14:53:43,ST001,29.5,90.0,1.8,3.5,21,Operational,0,39.59,Card,Delivery,True
SW018268,2026-04-21 14:54:16,ST003,31.8,96.0,1.5,3.6,16,Operational,0,36.09,Mobile Money,Standard,True
SW018269,2026-04-21 14:54:43,ST002,30.2,90.7,1.0,3.9,12,Operational,0,36.39,Mobile Money,Standard,True
SW018270,2026-04-21 14:57:31,ST003,24.6,93.3,3.4,2.9,18,Operational,0,40.01,Mobile Money,Commercial,True
SW018271,2026-04-21 15:07:16,ST004,32.8,89.3,2.2,3.5,16,Operational,0,39.36,Card,Delivery,True
SW018272,2026-04-21 15:08:01,ST004,25.2,96.1,6.2,2.6,24,Operational,0,37.1,Mobile Money,Delivery,True
SW018273,2026-04-21 15:11:42,ST001,6.3,96.1,1.3,2.1,7,Operational,0,38.66,Mobile Money,Delivery,True
SW018274,2026-04-21 15:11:53,ST005,41.9,94.5,1.7,4.2,12,Operational,0,33.11,Card,Standard,True
SW018275,2026-04-21 15:20:27,ST003,32.8,100.0,0.5,3.6,16,Operational,0,37.95,Wallet,Standard,True
SW018276,2026-04-21 15:20:48,ST002,13.4,95.2,2.5,2.0,18,Operational,0,34.91,Card,Standard,True
SW018277,2026-04-21 15:24:16,ST003,10.9,89.7,2.6,3.5,17,Operational,0,39.0,Mobile Money,Commercial,True
SW018278,2026-04-21 15:41:04,ST002,21.3,98.5,2.3,3.7,8,Operational,0,37.82,Mobile Money,Delivery,True
SW018279,2026-04-21 16:12:51,ST005,35.2,94.6,1.3,2.4,12,Operational,0,35.98,Wallet,Standard,True
SW018280,2026-04-21 16:26:00,ST001,30.1,94.4,11.3,3.1,15,Operational,0,32.3,Mobile Money,Standard,True
SW018281,2026-04-21 16:30:32,ST003,38.0,96.2,0.7,3.7,17,Operational,0,35.29,Mobile Money,Standard,True
SW018282,2026-04-21 16:33:11,ST004,27.5,91.2,2.5,4.0,17,Operational,0,42.14,Mobile Money,Commercial,True
SW018283,2026-04-21 16:33:48,ST003,10.1,96.7,6.8,4.1,19,Operational,0,39.61,Wallet,Delivery,True
SW018284,2026-04-21 16:34:26,ST001,3.0,91.5,8.9,3.8,21,Operational,0,34.24,Mobile Money,Standard,True
SW018285,2026-04-21 16:34:47,ST001,18.0,92.3,1.7,3.6,9,Operational,0,37.36,Mobile Money,Commercial,True
SW018286,2026-04-21 16:38:42,ST002,7.5,95.8,4.3,3.0,19,Operational,0,38.25,Mobile Money,Commercial,True
SW018287,2026-04-21 16:42:09,ST003,23.3,94.5,2.6,4.5,24,Operational,0,32.8,Card,Standard,True
SW018288,2026-04-21 17:02:04,ST003,28.0,96.9,1.7,3.3,16,Operational,0,38.8,Card,Commercial,True
SW018289,2026-04-21 17:16:05,ST003,17.4,91.6,2.8,3.8,11,Operational,0,33.87,Card,Standard,True
SW018290,2026-04-21 17:21:58,ST005,15.1,87.3,4.8,4.0,10,Operational,0,37.19,Card,Delivery,True
SW018291,2026-04-21 17:22:28,ST004,35.1,88.5,3.4,3.8,5,Operational,0,35.24,Mobile Money,Standard,True
SW018292,2026-04-21 17:29:35,ST002,20.9,90.8,3.0,4.7,12,Operational,0,38.73,Card,Delivery,True
SW018293,2026-04-21 17:33:05,ST001,27.1,97.4,2.2,2.9,9,Operational,0,39.66,Card,Commercial,True
SW018294,2026-04-21 17:39:18,ST004,21.2,97.0,3.5,3.3,13,Operational,0,38.03,Mobile Money,Delivery,True
SW018295,2026-04-21 17:48:10,ST001,11.8,91.5,8.3,3.6,1,Operational,0,37.36,Mobile Money,Standard,True
SW018296,2026-04-21 17:49:59,ST003,3.0,94.0,11.1,1.3,13,Operational,0,41.88,Wallet,Commercial,True
SW018297,2026-04-21 17:55:39,ST003,3.0,93.1,9.3,3.0,8,Operational,0,38.47,Mobile Money,Delivery,True
